seller_id,seller_name,seller_country,seller_city,main_top_category,plan_code,is_active,onboarded_at,updated_at
S0269,Kestrel Shop,DE,Hambourg,KIDS,BASIC,true,2024-03-13,2024-03-13 09:00:00
S0270,Bexon Group,FR,Lille,BOOK,PREMIUM,true,2023-12-17,2023-12-17 09:00:00
S0271,Bexon Shop,IT,Rome,BEAU,PREMIUM,true,2025-08-08,2025-08-08 09:00:00
S0272,Juniper Distribution,IT,Milan,FASH,PLUS,true,2021-09-27,2021-09-27 09:00:00
S0273,Terra Shop,DE,Hambourg,BEAU,BASIC,true,2021-10-13,2021-10-13 09:00:00
S0274,Kestrel Shop,BE,Liège,KIDS,BASIC,true,2022-01-22,2022-01-22 09:00:00
S0275,Delvia Distribution,FR,Lille,AUTO,PREMIUM,true,2023-03-19,2023-03-19 09:00:00
S0276,Meridian Market,IT,Rome,TECH,PLUS,true,2025-05-29,2025-05-29 09:00:00
S0277,Cirrus Group,FR,Bordeaux,HOME,BASIC,true,2024-07-16,2024-07-16 09:00:00
S0278,Meridian Store,FR,Strasbourg,HOME,PREMIUM,true,2023-11-16,2023-11-16 09:00:00
S0279,Granit Market,ES,Barcelone,HOME,BASIC,true,2022-11-16,2022-11-16 09:00:00
S0280,Windrow Shop,BE,Anvers,KIDS,BASIC,true,2025-03-14,2025-03-14 09:00:00
S0281,Terra Store,NL,Amsterdam,HOME,PLUS,true,2024-10-09,2024-10-09 09:00:00
S0282,Terra Market,NL,Amsterdam,FASH,BASIC,true,2021-03-09,2021-03-09 09:00:00
S0283,Delvia Store,BE,Bruxelles,HOME,BASIC,true,2021-05-09,2021-05-09 09:00:00
S0284,Alvora Store,BE,Bruxelles,AUTO,BASIC,true,2022-03-26,2022-03-26 09:00:00
S0285,Kestrel Distribution,DE,Berlin,TECH,BASIC,true,2023-10-19,2023-10-19 09:00:00
S0286,Ursa Market,DE,Hambourg,AUTO,PREMIUM,true,2022-11-03,2022-11-03 09:00:00
S0287,Juniper Store,ES,Valence,SPORT,BASIC,true,2025-07-15,2025-07-15 09:00:00
S0288,Quartz Shop,ES,Madrid,KIDS,BASIC,true,2023-07-05,2023-07-05 09:00:00
S0289,Zephyr Group,BE,Bruxelles,KIDS,BASIC,true,2022-02-07,2022-02-07 09:00:00
S0290,Pallas Store,FR,Marseille,BOOK,BASIC,true,2024-02-01,2024-02-01 09:00:00
S0291,Bexon Store,NL,Amsterdam,FASH,BASIC,true,2023-11-06,2023-11-06 09:00:00
S0292,Bexon Market,FR,Lille,TECH,BASIC,true,2022-08-14,2022-08-14 09:00:00
S0293,Fjord Group,ES,Valence,AUTO,BASIC,true,2024-05-29,2024-05-29 09:00:00
S0294,Bexon Store,FR,Bordeaux,BEAU,PLUS,true,2023-06-15,2023-06-15 09:00:00
S0295,Solstice Market,DE,Hambourg,SPORT,PLUS,true,2024-06-17,2024-06-17 09:00:00
S0296,Orbit Group,BE,Bruxelles,BEAU,PLUS,true,2024-07-06,2024-07-06 09:00:00
S0297,Orbit Group,FR,Nantes,SPORT,BASIC,true,2023-06-21,2023-06-21 09:00:00
S0298,Vertex Shop,FR,Paris,BOOK,BASIC,true,2023-09-24,2023-09-24 09:00:00
S0299,Orbit Group,FR,Marseille,SPORT,BASIC,true,2024-06-13,2024-06-13 09:00:00
S0300,Nordis Distribution,FR,Strasbourg,BEAU,PLUS,true,2021-06-23,2021-06-23 09:00:00
S0301,Fjord Store,IT,Rome,FASH,BASIC,true,2024-06-07,2024-06-07 09:00:00
S0302,Halcyon Market,DE,Munich,HOME,BASIC,true,2022-07-11,2022-07-11 09:00:00
S0303,Bexon Group,IT,Milan,KIDS,BASIC,true,2022-02-10,2022-02-10 09:00:00
S0304,Juniper Market,DE,Berlin,BOOK,BASIC,true,2021-05-23,2021-05-23 09:00:00
S0305,Lumen Store,BE,Anvers,AUTO,PREMIUM,true,2021-06-16,2021-06-16 09:00:00
S0306,Alvora Store,FR,Nantes,HOME,PLUS,true,2025-09-07,2025-09-07 09:00:00
S0307,Rivage Group,FR,Rennes,BOOK,BASIC,true,2022-11-06,2022-11-06 09:00:00
S0308,Granit Shop,BE,Anvers,SPORT,BASIC,true,2022-07-02,2022-07-02 09:00:00
S0309,Solstice Market,DE,Munich,BOOK,BASIC,true,2023-04-29,2023-04-29 09:00:00
S0310,Bexon Store,IT,Rome,TECH,PLUS,true,2021-11-30,2021-11-30 09:00:00
S0311,Halcyon Distribution,NL,Amsterdam,BOOK,PREMIUM,true,2023-12-07,2023-12-07 09:00:00
S0312,Lumen Shop,FR,Rennes,TECH,BASIC,false,2021-05-01,2021-05-01 09:00:00
S0313,Terra Distribution,IT,Rome,BOOK,BASIC,true,2024-02-25,2024-02-25 09:00:00
S0314,Juniper Group,FR,Paris,AUTO,PLUS,true,2023-03-13,2023-03-13 09:00:00
S0315,Lumen Market,IT,Milan,FASH,BASIC,true,2021-01-27,2021-01-27 09:00:00
S0316,Ivory Market,FR,Marseille,HOME,PLUS,true,2022-10-15,2022-10-15 09:00:00
S0317,Terra Distribution,IT,Rome,HOME,BASIC,true,2021-09-06,2021-09-06 09:00:00
S0318,Granit Distribution,ES,Madrid,BEAU,PLUS,true,2022-05-17,2022-05-17 09:00:00
S0319,Delvia Store,ES,Barcelone,SPORT,PREMIUM,true,2021-05-31,2021-05-31 09:00:00
S0320,Terra Distribution,FR,Rennes,BOOK,BASIC,true,2025-01-14,2025-01-14 09:00:00
S0321,Fjord Market,IT,Milan,FASH,BASIC,true,2023-10-20,2023-10-20 09:00:00
S0322,Orbit Shop,FR,Toulouse,BOOK,PLUS,true,2023-02-12,2023-02-12 09:00:00
S0323,Lumen Market,IT,Rome,BEAU,BASIC,true,2023-02-15,2023-02-15 09:00:00
S0324,Zephyr Market,ES,Barcelone,BOOK,BASIC,false,2025-03-01,2025-03-01 09:00:00
S0325,Juniper Shop,FR,Toulouse,BOOK,BASIC,true,2023-12-19,2023-12-19 09:00:00
S0326,Solstice Market,FR,Nantes,BOOK,PLUS,true,2022-11-11,2022-11-11 09:00:00
S0327,Alvora Shop,BE,Bruxelles,BEAU,BASIC,true,2023-06-17,2023-06-17 09:00:00
S0328,Halcyon Group,FR,Lyon,KIDS,PLUS,true,2023-07-05,2023-07-05 09:00:00
S0329,Bexon Distribution,DE,Hambourg,TECH,PLUS,true,2023-07-01,2023-07-01 09:00:00
S0330,Nordis Distribution,FR,Lille,SPORT,PREMIUM,true,2024-10-15,2024-10-15 09:00:00
S0331,Fjord Shop,FR,Paris,SPORT,PLUS,true,2022-02-02,2022-02-02 09:00:00
S0332,Ember Market,FR,Lyon,AUTO,PLUS,true,2022-10-01,2022-10-01 09:00:00
S0333,Ivory Market,BE,Liège,BEAU,PREMIUM,true,2021-08-14,2021-08-14 09:00:00
S0334,Vertex Market,FR,Bordeaux,AUTO,BASIC,true,2022-12-07,2022-12-07 09:00:00
S0335,Lumen Market,FR,Bordeaux,TECH,PLUS,false,2022-03-14,2022-03-14 09:00:00
S0336,Orbit Group,NL,Amsterdam,HOME,BASIC,true,2024-01-24,2024-01-24 09:00:00
S0337,Solstice Group,FR,Toulouse,KIDS,BASIC,true,2023-08-09,2023-08-09 09:00:00
S0338,Vertex Distribution,FR,Nantes,KIDS,BASIC,true,2025-09-27,2025-09-27 09:00:00
S0339,Orbit Shop,FR,Marseille,TECH,BASIC,true,2021-05-06,2021-05-06 09:00:00
S0340,Ivory Group,FR,Toulouse,AUTO,PREMIUM,true,2022-02-01,2022-02-01 09:00:00
S0341,Lumen Store,NL,Amsterdam,AUTO,PLUS,true,2023-09-17,2023-09-17 09:00:00
S0342,Rivage Group,ES,Barcelone,FASH,BASIC,true,2021-04-24,2021-04-24 09:00:00
S0343,Alvora Market,FR,Rennes,BOOK,PLUS,true,2025-08-16,2025-08-16 09:00:00
S0344,Ivory Shop,DE,Hambourg,FASH,BASIC,true,2021-08-24,2021-08-24 09:00:00
S0345,Pallas Distribution,FR,Toulouse,BOOK,BASIC,true,2024-10-27,2024-10-27 09:00:00
S0346,Solstice Market,BE,Bruxelles,TECH,PLUS,true,2024-07-03,2026-06-05 08:15:00
S0347,Terra Group,IT,Milan,FASH,BASIC,true,2021-12-15,2021-12-15 09:00:00
S0348,Solstice Market,BE,Bruxelles,AUTO,BASIC,true,2024-02-12,2024-02-12 09:00:00
S0349,Windrow Store,FR,Strasbourg,HOME,BASIC,true,2022-07-15,2022-07-15 09:00:00
S0350,Lumen Shop,BE,Bruxelles,HOME,PLUS,true,2025-05-18,2025-05-18 09:00:00
S0351,Solstice Store,ES,Valence,SPORT,BASIC,true,2021-07-14,2021-07-14 09:00:00
S0352,Cirrus Group,FR,Strasbourg,BEAU,PREMIUM,true,2022-03-29,2026-06-05 08:15:00
S0353,Bexon Group,FR,Toulouse,AUTO,BASIC,true,2022-06-28,2022-06-28 09:00:00
S0354,Solstice Group,FR,Paris,FASH,BASIC,true,2021-06-17,2021-06-17 09:00:00
S0355,Orbit Store,BE,Bruxelles,BEAU,BASIC,true,2021-04-08,2026-06-05 08:15:00
S0356,Vertex Shop,IT,Rome,HOME,PLUS,true,2021-05-31,2021-05-31 09:00:00
S0357,Delvia Group,ES,Valence,AUTO,PLUS,true,2021-08-08,2021-08-08 09:00:00
S0358,Nordis Shop,FR,Marseille,BOOK,PLUS,true,2023-06-23,2023-06-23 09:00:00
S0359,Nordis Distribution,ES,Barcelone,BOOK,PREMIUM,true,2023-12-05,2023-12-05 09:00:00
S0360,Terra Market,IT,Rome,HOME,PLUS,true,2024-06-17,2024-06-17 09:00:00
S0361,Rivage Shop,FR,Marseille,BOOK,PREMIUM,true,2024-01-13,2024-01-13 09:00:00
S0362,Juniper Market,FR,Rennes,BOOK,BASIC,true,2021-06-21,2021-06-21 09:00:00
S0363,Ivory Store,DE,Berlin,HOME,BASIC,false,2022-08-15,2022-08-15 09:00:00
S0364,Vertex Shop,FR,Lille,BEAU,PLUS,true,2021-02-08,2021-02-08 09:00:00
S0365,Nordis Store,FR,Strasbourg,FASH,BASIC,false,2021-11-05,2021-11-05 09:00:00
S0366,Zephyr Group,FR,Lille,KIDS,BASIC,true,2023-02-09,2023-02-09 09:00:00
S0367,Juniper Shop,FR,Toulouse,TECH,PLUS,true,2025-02-02,2025-02-02 09:00:00
S0368,Granit Group,FR,Toulouse,BEAU,PREMIUM,true,2023-02-18,2023-02-18 09:00:00
S0369,Nordis Distribution,FR,Bordeaux,HOME,BASIC,true,2024-04-14,2024-04-14 09:00:00
S0370,Terra Group,IT,Milan,FASH,PLUS,true,2024-01-09,2024-01-09 09:00:00
S0371,Halcyon Store,DE,Munich,FASH,BASIC,true,2021-10-12,2021-10-12 09:00:00
S0372,Quartz Market,FR,Rennes,KIDS,PREMIUM,true,2023-01-17,2026-06-05 08:15:00
S0373,Solstice Distribution,IT,Milan,KIDS,BASIC,true,2023-08-12,2023-08-12 09:00:00
S0374,Zephyr Market,BE,Liège,SPORT,PLUS,true,2021-11-15,2021-11-15 09:00:00
S0375,Halcyon Store,FR,Toulouse,FASH,BASIC,true,2021-02-26,2021-02-26 09:00:00
S0376,Kestrel Shop,FR,Toulouse,HOME,BASIC,true,2021-12-09,2021-12-09 09:00:00
S0377,Orbit Group,BE,Bruxelles,KIDS,BASIC,true,2023-01-06,2023-01-06 09:00:00
S0378,Alvora Group,FR,Rennes,HOME,PLUS,true,2021-01-30,2021-01-30 09:00:00
S0379,Zephyr Market,FR,Bordeaux,BOOK,PLUS,true,2021-04-01,2021-04-01 09:00:00
S0380,Windrow Market,DE,Munich,AUTO,PLUS,true,2022-08-05,2022-08-05 09:00:00
S0381,Rivage Store,BE,Liège,KIDS,BASIC,true,2023-11-29,2023-11-29 09:00:00
S0382,Solstice Distribution,IT,Rome,HOME,BASIC,true,2023-05-03,2023-05-03 09:00:00
S0383,Ivory Group,DE,Berlin,TECH,PREMIUM,true,2022-06-09,2022-06-09 09:00:00
S0384,Ivory Distribution,DE,Hambourg,AUTO,BASIC,true,2021-11-13,2021-11-13 09:00:00
S0385,Kestrel Distribution,ES,Valence,SPORT,BASIC,true,2022-08-11,2022-08-11 09:00:00
S0386,Delvia Group,IT,Rome,KIDS,BASIC,true,2022-01-10,2022-01-10 09:00:00
S0387,Meridian Group,ES,Madrid,AUTO,BASIC,true,2022-05-04,2022-05-04 09:00:00
S0388,Windrow Group,BE,Bruxelles,KIDS,PREMIUM,true,2024-11-03,2026-06-05 08:15:00
S0389,Quartz Market,FR,Rennes,KIDS,PREMIUM,true,2023-03-01,2023-03-01 09:00:00
S0390,Ursa Shop,FR,Nantes,HOME,PREMIUM,true,2024-09-15,2026-06-05 08:15:00
S0391,Ursa Group,ES,Madrid,AUTO,BASIC,true,2021-01-13,2021-01-13 09:00:00
S0392,Cirrus Market,FR,Marseille,BOOK,BASIC,true,2025-02-25,2025-02-25 09:00:00
S0393,Alvora Distribution,FR,Strasbourg,TECH,BASIC,true,2024-07-31,2024-07-31 09:00:00
S0394,Orbit Group,IT,Rome,AUTO,PLUS,true,2023-03-18,2023-03-18 09:00:00
S0395,Ursa Store,ES,Valence,SPORT,PLUS,true,2025-10-04,2025-10-04 09:00:00
S0396,Lumen Shop,DE,Berlin,HOME,PLUS,true,2025-06-23,2025-06-23 09:00:00
S0397,Meridian Group,DE,Berlin,AUTO,BASIC,true,2025-06-14,2025-06-14 09:00:00
S0398,Meridian Store,ES,Madrid,HOME,PLUS,true,2023-09-07,2023-09-07 09:00:00
S0399,Lumen Group,FR,Toulouse,BOOK,PLUS,true,2021-03-03,2021-03-03 09:00:00
S0400,Solstice Group,FR,Nantes,SPORT,PLUS,true,2023-12-15,2023-12-15 09:00:00
S0401,Orbit Group,FR,Bordeaux,KIDS,BASIC,true,2023-08-20,2023-08-20 09:00:00
S0402,Delvia Store,FR,Paris,TECH,BASIC,true,2021-01-26,2021-01-26 09:00:00
S0403,Ivory Shop,IT,Rome,SPORT,PLUS,true,2023-04-06,2023-04-06 09:00:00
S0404,Nordis Market,ES,Madrid,BOOK,BASIC,true,2024-04-15,2024-04-15 09:00:00
S0405,Ember Distribution,FR,Bordeaux,HOME,BASIC,true,2024-11-15,2026-06-05 08:15:00
S0406,Fjord Shop,FR,Nantes,BOOK,PLUS,true,2024-08-21,2024-08-21 09:00:00
S0407,Bexon Group,FR,Toulouse,HOME,BASIC,true,2023-09-27,2023-09-27 09:00:00
S0408,Ivory Market,BE,Liège,KIDS,BASIC,true,2025-05-29,2025-05-29 09:00:00
S0409,Meridian Distribution,ES,Madrid,HOME,PLUS,true,2022-03-27,2022-03-27 09:00:00
S0410,Zephyr Shop,ES,Barcelone,FASH,PREMIUM,true,2023-09-19,2023-09-19 09:00:00
S0411,Vertex Market,DE,Hambourg,AUTO,BASIC,true,2023-05-17,2023-05-17 09:00:00
S0412,Solstice Market,FR,Lyon,TECH,PLUS,true,2025-05-18,2025-05-18 09:00:00
S0413,Quartz Store,FR,Lille,FASH,BASIC,true,2022-11-04,2022-11-04 09:00:00
S0414,Ursa Store,FR,Rennes,KIDS,PLUS,true,2023-06-21,2023-06-21 09:00:00
S0415,Meridian Market,DE,Munich,AUTO,PREMIUM,true,2022-06-14,2022-06-14 09:00:00
S0416,Bexon Store,FR,Paris,HOME,BASIC,true,2022-12-11,2022-12-11 09:00:00
S0417,Solstice Store,FR,Paris,HOME,PLUS,true,2023-04-08,2023-04-08 09:00:00
S0418,Granit Group,FR,Paris,KIDS,BASIC,true,2024-02-25,2024-02-25 09:00:00
S0419,Granit Market,BE,Anvers,TECH,BASIC,true,2021-12-31,2021-12-31 09:00:00
S0420,Solstice Distribution,FR,Rennes,HOME,BASIC,true,2023-03-07,2023-03-07 09:00:00
S0421,Lumen Store,DE,Berlin,HOME,BASIC,true,2021-01-28,2021-01-28 09:00:00
S0422,Fjord Shop,BE,Bruxelles,FASH,BASIC,true,2022-06-04,2022-06-04 09:00:00
S0423,Zephyr Store,FR,Strasbourg,FASH,BASIC,true,2021-06-12,2021-06-12 09:00:00
S0424,Quartz Distribution,BE,Bruxelles,BEAU,BASIC,true,2021-01-11,2021-01-11 09:00:00
S0425,Meridian Group,FR,Rennes,KIDS,BASIC,true,2023-08-26,2026-06-05 08:15:00
S0426,Bexon Shop,FR,Bordeaux,BEAU,BASIC,true,2025-02-16,2025-02-16 09:00:00
S0427,Windrow Distribution,DE,Berlin,KIDS,PLUS,true,2023-07-12,2023-07-12 09:00:00
S0428,Fjord Shop,BE,Anvers,SPORT,PLUS,true,2023-01-07,2023-01-07 09:00:00
S0429,Orbit Group,FR,Nantes,BEAU,BASIC,true,2024-04-30,2024-04-30 09:00:00
S0430,Meridian Shop,BE,Anvers,KIDS,PLUS,true,2023-12-20,2023-12-20 09:00:00
S0431,Terra Store,FR,Bordeaux,BOOK,PREMIUM,true,2025-04-03,2025-04-03 09:00:00
S0432,Halcyon Group,BE,Anvers,SPORT,BASIC,true,2025-06-01,2026-06-05 08:15:00
S0433,Quartz Distribution,IT,Milan,BEAU,BASIC,true,2022-02-28,2022-02-28 09:00:00
S0434,Ursa Distribution,ES,Barcelone,BEAU,PLUS,true,2021-05-18,2021-05-18 09:00:00
S0435,Rivage Shop,FR,Nantes,TECH,PREMIUM,true,2021-05-02,2021-05-02 09:00:00
S0436,Bexon Shop,DE,Hambourg,AUTO,BASIC,true,2025-06-13,2025-06-13 09:00:00
S0437,Rivage Market,DE,Munich,TECH,BASIC,false,2023-07-04,2023-07-04 09:00:00
S0438,Fjord Distribution,ES,Valence,FASH,PLUS,true,2023-03-15,2023-03-15 09:00:00
S0439,Zephyr Shop,BE,Liège,TECH,PLUS,true,2021-12-15,2021-12-15 09:00:00
S0440,Terra Store,DE,Munich,FASH,BASIC,true,2025-07-31,2025-07-31 09:00:00
S0441,Lumen Group,DE,Hambourg,FASH,BASIC,true,2021-06-16,2021-06-16 09:00:00
S0442,Granit Shop,FR,Lille,TECH,BASIC,false,2024-04-15,2024-04-15 09:00:00
S0443,Solstice Shop,FR,Lille,BEAU,BASIC,true,2021-10-22,2021-10-22 09:00:00
S0444,Orbit Store,FR,Lille,FASH,PLUS,true,2024-04-02,2024-04-02 09:00:00
S0445,Granit Shop,IT,Milan,KIDS,PLUS,true,2023-07-17,2023-07-17 09:00:00
S0446,Rivage Group,DE,Hambourg,KIDS,BASIC,true,2021-06-11,2021-06-11 09:00:00
S0447,Windrow Distribution,ES,Barcelone,BEAU,BASIC,true,2024-05-16,2024-05-16 09:00:00
S0448,Juniper Shop,IT,Rome,AUTO,PREMIUM,true,2025-01-24,2025-01-24 09:00:00
S0449,Ursa Market,FR,Toulouse,HOME,BASIC,true,2021-03-03,2021-03-03 09:00:00
S0450,Bexon Group,FR,Paris,BOOK,BASIC,true,2025-02-26,2025-02-26 09:00:00
S0451,Kestrel Shop,IT,Milan,TECH,PREMIUM,true,2025-09-09,2025-09-09 09:00:00
S0452,Rivage Group,IT,Milan,HOME,PLUS,true,2023-10-12,2023-10-12 09:00:00
S0453,Juniper Distribution,BE,Bruxelles,FASH,PLUS,true,2021-12-30,2021-12-30 09:00:00
S0454,Delvia Group,FR,Bordeaux,FASH,BASIC,false,2024-01-03,2024-01-03 09:00:00
S0455,Kestrel Group,DE,Berlin,BEAU,BASIC,true,2021-01-18,2021-01-18 09:00:00
S0456,Windrow Store,BE,Bruxelles,FASH,PLUS,true,2021-02-20,2021-02-20 09:00:00
S0457,Pallas Group,ES,Madrid,KIDS,BASIC,true,2024-03-11,2024-03-11 09:00:00
S0458,Pallas Group,DE,Berlin,KIDS,PREMIUM,true,2022-10-19,2022-10-19 09:00:00
S0459,Juniper Store,DE,Berlin,TECH,PLUS,true,2022-01-31,2022-01-31 09:00:00
S0460,Zephyr Market,ES,Barcelone,BEAU,BASIC,true,2021-07-04,2021-07-04 09:00:00
S0461,Granit Shop,IT,Rome,KIDS,PLUS,true,2025-10-16,2025-10-16 09:00:00
S0462,Quartz Distribution,IT,Rome,BEAU,PREMIUM,true,2022-07-19,2022-07-19 09:00:00
S0463,Pallas Group,FR,Rennes,BEAU,PREMIUM,false,2024-12-30,2026-06-05 08:15:00
S0464,Kestrel Market,BE,Liège,AUTO,BASIC,true,2022-07-20,2022-07-20 09:00:00
S0465,Delvia Shop,BE,Anvers,FASH,PLUS,true,2024-09-29,2024-09-29 09:00:00
S0466,Zephyr Store,FR,Marseille,HOME,BASIC,true,2023-09-27,2023-09-27 09:00:00
S0467,Pallas Store,FR,Rennes,BOOK,PLUS,true,2023-06-12,2023-06-12 09:00:00
S0468,Delvia Distribution,FR,Strasbourg,TECH,PLUS,true,2021-12-16,2021-12-16 09:00:00
S0469,Delvia Distribution,FR,Marseille,FASH,BASIC,true,2023-09-10,2023-09-10 09:00:00
S0470,Cirrus Group,BE,Anvers,KIDS,PLUS,true,2022-06-11,2022-06-11 09:00:00
S0471,Pallas Market,BE,Liège,TECH,PREMIUM,true,2025-02-27,2025-02-27 09:00:00
S0472,Bexon Store,DE,Berlin,FASH,PREMIUM,true,2025-08-04,2025-08-04 09:00:00
S0473,Ivory Shop,FR,Bordeaux,BEAU,BASIC,false,2022-03-31,2022-03-31 09:00:00
S0474,Solstice Store,ES,Valence,SPORT,BASIC,true,2022-06-02,2022-06-02 09:00:00
S0475,Quartz Distribution,FR,Paris,HOME,PLUS,true,2022-11-21,2022-11-21 09:00:00
S0476,Terra Group,FR,Toulouse,BEAU,BASIC,true,2024-08-28,2026-06-05 08:15:00
S0477,Ivory Store,FR,Toulouse,KIDS,BASIC,true,2021-01-09,2021-01-09 09:00:00
S0478,Halcyon Distribution,DE,Berlin,SPORT,PREMIUM,true,2023-10-31,2026-06-05 08:15:00
S0479,Windrow Group,ES,Barcelone,SPORT,BASIC,true,2024-10-24,2024-10-24 09:00:00
S0480,Zephyr Store,FR,Strasbourg,KIDS,PREMIUM,true,2024-01-15,2024-01-15 09:00:00
S0481,Ember Group,FR,Lyon,TECH,BASIC,true,2024-09-27,2024-09-27 09:00:00
S0482,Terra Distribution,FR,Rennes,BEAU,BASIC,true,2025-05-31,2025-05-31 09:00:00
S0483,Ivory Distribution,FR,Lille,HOME,BASIC,true,2025-05-30,2025-05-30 09:00:00
S0484,Terra Distribution,DE,Hambourg,AUTO,PLUS,true,2024-12-23,2024-12-23 09:00:00
S0485,Ivory Store,FR,Marseille,FASH,BASIC,true,2023-04-21,2023-04-21 09:00:00
S0486,Lumen Store,FR,Lille,TECH,PLUS,true,2024-07-13,2024-07-13 09:00:00
S0487,Solstice Distribution,ES,Barcelone,HOME,PLUS,true,2023-03-17,2023-03-17 09:00:00
S0488,Ember Shop,FR,Strasbourg,BEAU,BASIC,true,2023-08-14,2023-08-14 09:00:00
S0489,Pallas Distribution,IT,Rome,BEAU,BASIC,true,2025-01-02,2025-01-02 09:00:00
S0490,Fjord Group,ES,Madrid,SPORT,BASIC,true,2022-03-21,2022-03-21 09:00:00
S0491,Juniper Store,DE,Berlin,FASH,BASIC,true,2022-12-07,2022-12-07 09:00:00
S0492,Terra Distribution,FR,Lille,KIDS,PLUS,true,2025-01-12,2025-01-12 09:00:00
S0493,Orbit Group,IT,Rome,BEAU,PREMIUM,true,2022-03-18,2022-03-18 09:00:00
S0494,Quartz Distribution,FR,Bordeaux,TECH,PLUS,true,2021-08-27,2021-08-27 09:00:00
S0495,Kestrel Store,FR,Strasbourg,TECH,BASIC,true,2021-06-26,2021-06-26 09:00:00
S0496,Cirrus Shop,DE,Berlin,BOOK,PLUS,true,2024-01-05,2024-01-05 09:00:00
S0497,Solstice Distribution,FR,Rennes,KIDS,PLUS,true,2022-11-29,2022-11-29 09:00:00
S0498,Windrow Shop,IT,Rome,KIDS,PLUS,true,2024-10-25,2024-10-25 09:00:00
S0499,Alvora Group,FR,Strasbourg,TECH,BASIC,true,2025-05-31,2025-05-31 09:00:00
S0500,Vertex Group,FR,Marseille,KIDS,BASIC,true,2021-02-08,2021-02-08 09:00:00
S0501,Vertex Store,FR,Lille,AUTO,PLUS,true,2023-06-17,2023-06-17 09:00:00
S0502,Fjord Shop,DE,Hambourg,SPORT,PREMIUM,true,2024-09-04,2026-06-05 08:15:00
S0503,Kestrel Group,ES,Madrid,AUTO,PREMIUM,true,2023-12-06,2026-06-05 08:15:00
S0504,Pallas Market,FR,Toulouse,BEAU,BASIC,true,2023-03-24,2023-03-24 09:00:00
S0505,Quartz Distribution,NL,Amsterdam,BEAU,PLUS,true,2022-04-29,2022-04-29 09:00:00
S0506,Solstice Store,FR,Toulouse,SPORT,BASIC,true,2024-02-03,2024-02-03 09:00:00
S0507,Granit Group,FR,Strasbourg,BEAU,PREMIUM,true,2021-04-21,2021-04-21 09:00:00
S0508,Quartz Store,IT,Milan,FASH,PLUS,true,2023-08-01,2023-08-01 09:00:00
S0509,Ursa Distribution,FR,Strasbourg,BOOK,BASIC,true,2022-04-07,2022-04-07 09:00:00
S0510,Ursa Group,FR,Lyon,KIDS,BASIC,true,2022-05-11,2022-05-11 09:00:00
S0511,Fjord Group,FR,Lille,TECH,BASIC,true,2025-07-19,2025-07-19 09:00:00
S0512,Orbit Group,FR,Paris,TECH,BASIC,true,2021-09-06,2021-09-06 09:00:00
S0513,Delvia Market,FR,Rennes,HOME,BASIC,true,2021-06-03,2021-06-03 09:00:00
S0514,Rivage Distribution,DE,Hambourg,HOME,BASIC,true,2023-05-26,2023-05-26 09:00:00
S0515,Fjord Shop,FR,Strasbourg,FASH,BASIC,true,2021-09-15,2021-09-15 09:00:00
S0516,Juniper Group,DE,Munich,HOME,PLUS,true,2022-12-30,2022-12-30 09:00:00
S0517,Bexon Distribution,FR,Toulouse,BOOK,BASIC,false,2021-10-13,2021-10-13 09:00:00
S0518,Halcyon Shop,NL,Amsterdam,HOME,BASIC,true,2023-04-14,2023-04-14 09:00:00
S0519,Ursa Group,BE,Bruxelles,HOME,PREMIUM,true,2022-12-18,2026-06-05 08:15:00
S0520,Kestrel Shop,IT,Milan,KIDS,BASIC,false,2025-01-06,2025-01-06 09:00:00
S0521,Terra Store,FR,Lyon,BEAU,PLUS,true,2021-01-01,2021-01-01 09:00:00
S0522,Terra Shop,FR,Marseille,HOME,PREMIUM,true,2025-06-22,2025-06-22 09:00:00
S0523,Vertex Shop,FR,Toulouse,FASH,BASIC,true,2021-04-26,2021-04-26 09:00:00
S0524,Orbit Store,FR,Rennes,SPORT,PLUS,true,2025-02-17,2026-06-05 08:15:00
S0525,Granit Store,FR,Lille,SPORT,PREMIUM,true,2022-03-23,2022-03-23 09:00:00
S0526,Kestrel Group,IT,Rome,BEAU,PREMIUM,true,2025-02-10,2025-02-10 09:00:00
S0527,Bexon Shop,DE,Munich,KIDS,PLUS,true,2024-12-12,2024-12-12 09:00:00
S0528,Lumen Shop,FR,Strasbourg,AUTO,BASIC,true,2025-09-10,2025-09-10 09:00:00
S0529,Lumen Distribution,FR,Toulouse,HOME,PREMIUM,true,2024-02-12,2026-06-05 08:15:00
S0530,Rivage Distribution,ES,Valence,TECH,PLUS,true,2022-03-04,2022-03-04 09:00:00
S0531,Windrow Market,IT,Rome,FASH,BASIC,true,2021-01-10,2021-01-10 09:00:00
S0532,Delvia Distribution,FR,Strasbourg,TECH,BASIC,false,2022-02-18,2022-02-18 09:00:00
S0533,Pallas Shop,NL,Amsterdam,BEAU,PLUS,true,2023-07-25,2023-07-25 09:00:00
S0534,Nordis Group,DE,Munich,KIDS,BASIC,true,2024-07-20,2024-07-20 09:00:00
S0535,Terra Distribution,DE,Berlin,HOME,BASIC,true,2025-06-20,2025-06-20 09:00:00
S0536,Meridian Group,FR,Paris,BEAU,PREMIUM,true,2022-08-21,2022-08-21 09:00:00
S0537,Delvia Shop,ES,Valence,TECH,PLUS,true,2024-07-11,2024-07-11 09:00:00
