seller_id,seller_name,seller_country,seller_city,main_top_category,plan_code,is_active,onboarded_at
S0360,Terra Market,IT,Rome,HOME,PLUS,true,2024-06-17
S0361,Rivage Shop,FR,Marseille,BOOK,PREMIUM,true,2024-01-13
S0362,Juniper Market,FR,Rennes,BOOK,BASIC,true,2021-06-21
S0363,Ivory Store,DE,Berlin,HOME,BASIC,false,2022-08-15
S0364,Vertex Shop,FR,Lille,BEAU,PLUS,true,2021-02-08
S0365,Nordis Store,FR,Strasbourg,FASH,BASIC,false,2021-11-05
S0366,Zephyr Group,FR,Lille,KIDS,BASIC,true,2023-02-09
S0367,Juniper Shop,FR,Toulouse,TECH,PLUS,true,2025-02-02
S0368,Granit Group,FR,Toulouse,BEAU,PREMIUM,true,2023-02-18
S0369,Nordis Distribution,FR,Bordeaux,HOME,BASIC,true,2024-04-14
S0370,Terra Group,IT,Milan,FASH,PLUS,true,2024-01-09
S0371,Halcyon Store,DE,Munich,FASH,BASIC,true,2021-10-12
S0372,Quartz Market,FR,Rennes,KIDS,PLUS,true,2023-01-17
S0373,Solstice Distribution,IT,Milan,KIDS,BASIC,true,2023-08-12
S0374,Zephyr Market,BE,Liège,SPORT,PLUS,true,2021-11-15
S0375,Halcyon Store,FR,Toulouse,FASH,BASIC,true,2021-02-26
S0376,Kestrel Shop,FR,Toulouse,HOME,BASIC,true,2021-12-09
S0377,Orbit Group,BE,Bruxelles,KIDS,BASIC,true,2023-01-06
S0378,Alvora Group,FR,Rennes,HOME,PLUS,true,2021-01-30
S0379,Zephyr Market,FR,Bordeaux,BOOK,PLUS,true,2021-04-01
S0380,Windrow Market,DE,Munich,AUTO,PLUS,true,2022-08-05
S0381,Rivage Store,BE,Liège,KIDS,BASIC,true,2023-11-29
S0382,Solstice Distribution,IT,Rome,HOME,BASIC,true,2023-05-03
S0383,Ivory Group,DE,Berlin,TECH,PREMIUM,true,2022-06-09
S0384,Ivory Distribution,DE,Hambourg,AUTO,BASIC,true,2021-11-13
S0385,Kestrel Distribution,ES,Valence,SPORT,BASIC,true,2022-08-11
S0386,Delvia Group,IT,Rome,KIDS,BASIC,true,2022-01-10
S0387,Meridian Group,ES,Madrid,AUTO,BASIC,true,2022-05-04
S0388,Windrow Group,BE,Bruxelles,KIDS,BASIC,true,2024-11-03
S0389,Quartz Market,FR,Rennes,KIDS,PREMIUM,true,2023-03-01
S0390,Ursa Shop,FR,Nantes,HOME,BASIC,true,2024-09-15
S0391,Ursa Group,ES,Madrid,AUTO,BASIC,true,2021-01-13
S0392,Cirrus Market,FR,Marseille,BOOK,BASIC,true,2025-02-25
S0393,Alvora Distribution,FR,Strasbourg,TECH,BASIC,true,2024-07-31
S0394,Orbit Group,IT,Rome,AUTO,PLUS,true,2023-03-18
S0395,Ursa Store,ES,Valence,SPORT,PLUS,true,2025-10-04
S0396,Lumen Shop,DE,Berlin,HOME,PLUS,true,2025-06-23
S0397,Meridian Group,DE,Berlin,AUTO,BASIC,true,2025-06-14
S0398,Meridian Store,ES,Madrid,HOME,PLUS,true,2023-09-07
S0399,Lumen Group,FR,Toulouse,BOOK,PLUS,true,2021-03-03
S0400,Solstice Group,FR,Nantes,SPORT,PLUS,true,2023-12-15
S0401,Orbit Group,FR,Bordeaux,KIDS,BASIC,true,2023-08-20
S0402,Delvia Store,FR,Paris,TECH,BASIC,true,2021-01-26
S0403,Ivory Shop,IT,Rome,SPORT,PLUS,true,2023-04-06
S0404,Nordis Market,ES,Madrid,BOOK,BASIC,true,2024-04-15
S0405,Ember Distribution,FR,Bordeaux,HOME,PLUS,true,2024-11-15
S0406,Fjord Shop,FR,Nantes,BOOK,PLUS,true,2024-08-21
S0407,Bexon Group,FR,Toulouse,HOME,BASIC,true,2023-09-27
S0408,Ivory Market,BE,Liège,KIDS,BASIC,true,2025-05-29
S0409,Meridian Distribution,ES,Madrid,HOME,PLUS,true,2022-03-27
S0410,Zephyr Shop,ES,Barcelone,FASH,PREMIUM,true,2023-09-19
S0411,Vertex Market,DE,Hambourg,AUTO,BASIC,true,2023-05-17
S0412,Solstice Market,FR,Lyon,TECH,PLUS,true,2025-05-18
S0413,Quartz Store,FR,Lille,FASH,BASIC,true,2022-11-04
S0414,Ursa Store,FR,Rennes,KIDS,PLUS,true,2023-06-21
S0415,Meridian Market,DE,Munich,AUTO,PREMIUM,true,2022-06-14
S0416,Bexon Store,FR,Paris,HOME,BASIC,true,2022-12-11
S0417,Solstice Store,FR,Paris,HOME,PLUS,true,2023-04-08
S0418,Granit Group,FR,Paris,KIDS,BASIC,true,2024-02-25
S0419,Granit Market,BE,Anvers,TECH,BASIC,true,2021-12-31
S0420,Solstice Distribution,FR,Rennes,HOME,BASIC,true,2023-03-07
S0421,Lumen Store,DE,Berlin,HOME,BASIC,true,2021-01-28
S0422,Fjord Shop,BE,Bruxelles,FASH,BASIC,true,2022-06-04
S0423,Zephyr Store,FR,Strasbourg,FASH,BASIC,true,2021-06-12
S0424,Quartz Distribution,BE,Bruxelles,BEAU,BASIC,true,2021-01-11
S0425,Meridian Group,FR,Rennes,KIDS,PLUS,true,2023-08-26
S0426,Bexon Shop,FR,Bordeaux,BEAU,BASIC,true,2025-02-16
S0427,Windrow Distribution,DE,Berlin,KIDS,PLUS,true,2023-07-12
S0428,Fjord Shop,BE,Anvers,SPORT,PLUS,true,2023-01-07
S0429,Orbit Group,FR,Nantes,BEAU,BASIC,true,2024-04-30
S0430,Meridian Shop,BE,Anvers,KIDS,PLUS,true,2023-12-20
S0431,Terra Store,FR,Bordeaux,BOOK,PREMIUM,true,2025-04-03
S0432,Halcyon Group,BE,Anvers,SPORT,PLUS,true,2025-06-01
S0433,Quartz Distribution,IT,Milan,BEAU,BASIC,true,2022-02-28
S0434,Ursa Distribution,ES,Barcelone,BEAU,PLUS,true,2021-05-18
S0435,Rivage Shop,FR,Nantes,TECH,PREMIUM,true,2021-05-02
S0436,Bexon Shop,DE,Hambourg,AUTO,BASIC,true,2025-06-13
S0437,Rivage Market,DE,Munich,TECH,BASIC,false,2023-07-04
S0438,Fjord Distribution,ES,Valence,FASH,PLUS,true,2023-03-15
S0439,Zephyr Shop,BE,Liège,TECH,PLUS,true,2021-12-15
S0440,Terra Store,DE,Munich,FASH,BASIC,true,2025-07-31
S0441,Lumen Group,DE,Hambourg,FASH,BASIC,true,2021-06-16
S0442,Granit Shop,FR,Lille,TECH,BASIC,false,2024-04-15
S0443,Solstice Shop,FR,Lille,BEAU,BASIC,true,2021-10-22
S0444,Orbit Store,FR,Lille,FASH,PLUS,true,2024-04-02
S0445,Granit Shop,IT,Milan,KIDS,PLUS,true,2023-07-17
S0446,Rivage Group,DE,Hambourg,KIDS,BASIC,true,2021-06-11
S0447,Windrow Distribution,ES,Barcelone,BEAU,BASIC,true,2024-05-16
S0448,Juniper Shop,IT,Rome,AUTO,PREMIUM,true,2025-01-24
S0449,Ursa Market,FR,Toulouse,HOME,BASIC,true,2021-03-03
S0450,Bexon Group,FR,Paris,BOOK,BASIC,true,2025-02-26
S0451,Kestrel Shop,IT,Milan,TECH,PREMIUM,true,2025-09-09
S0452,Rivage Group,IT,Milan,HOME,PLUS,true,2023-10-12
S0453,Juniper Distribution,BE,Bruxelles,FASH,PLUS,true,2021-12-30
S0454,Delvia Group,FR,Bordeaux,FASH,BASIC,false,2024-01-03
S0455,Kestrel Group,DE,Berlin,BEAU,BASIC,true,2021-01-18
S0456,Windrow Store,BE,Bruxelles,FASH,PLUS,true,2021-02-20
S0457,Pallas Group,ES,Madrid,KIDS,BASIC,true,2024-03-11
S0458,Pallas Group,DE,Berlin,KIDS,PREMIUM,true,2022-10-19
S0459,Juniper Store,DE,Berlin,TECH,PLUS,true,2022-01-31
S0460,Zephyr Market,ES,Barcelone,BEAU,BASIC,true,2021-07-04
S0461,Granit Shop,IT,Rome,KIDS,PLUS,true,2025-10-16
S0462,Quartz Distribution,IT,Rome,BEAU,PREMIUM,true,2022-07-19
S0463,Pallas Group,FR,Rennes,BEAU,PLUS,false,2024-12-30
S0464,Kestrel Market,BE,Liège,AUTO,BASIC,true,2022-07-20
S0465,Delvia Shop,BE,Anvers,FASH,PLUS,true,2024-09-29
S0466,Zephyr Store,FR,Marseille,HOME,BASIC,true,2023-09-27
S0467,Pallas Store,FR,Rennes,BOOK,PLUS,true,2023-06-12
S0468,Delvia Distribution,FR,Strasbourg,TECH,PLUS,true,2021-12-16
S0469,Delvia Distribution,FR,Marseille,FASH,BASIC,true,2023-09-10
S0470,Cirrus Group,BE,Anvers,KIDS,PLUS,true,2022-06-11
S0471,Pallas Market,BE,Liège,TECH,PREMIUM,true,2025-02-27
S0472,Bexon Store,DE,Berlin,FASH,PREMIUM,true,2025-08-04
S0473,Ivory Shop,FR,Bordeaux,BEAU,BASIC,false,2022-03-31
S0474,Solstice Store,ES,Valence,SPORT,BASIC,true,2022-06-02
S0475,Quartz Distribution,FR,Paris,HOME,PLUS,true,2022-11-21
S0476,Terra Group,FR,Toulouse,BEAU,PLUS,true,2024-08-28
S0477,Ivory Store,FR,Toulouse,KIDS,BASIC,true,2021-01-09
S0478,Halcyon Distribution,DE,Berlin,SPORT,PLUS,true,2023-10-31
S0479,Windrow Group,ES,Barcelone,SPORT,BASIC,true,2024-10-24
S0480,Zephyr Store,FR,Strasbourg,KIDS,PREMIUM,true,2024-01-15
S0481,Ember Group,FR,Lyon,TECH,BASIC,true,2024-09-27
S0482,Terra Distribution,FR,Rennes,BEAU,BASIC,true,2025-05-31
S0483,Ivory Distribution,FR,Lille,HOME,BASIC,true,2025-05-30
S0484,Terra Distribution,DE,Hambourg,AUTO,PLUS,true,2024-12-23
S0485,Ivory Store,FR,Marseille,FASH,BASIC,true,2023-04-21
S0486,Lumen Store,FR,Lille,TECH,PLUS,true,2024-07-13
S0487,Solstice Distribution,ES,Barcelone,HOME,PLUS,true,2023-03-17
S0488,Ember Shop,FR,Strasbourg,BEAU,BASIC,true,2023-08-14
S0489,Pallas Distribution,IT,Rome,BEAU,BASIC,true,2025-01-02
S0490,Fjord Group,ES,Madrid,SPORT,BASIC,true,2022-03-21
S0491,Juniper Store,DE,Berlin,FASH,BASIC,true,2022-12-07
S0492,Terra Distribution,FR,Lille,KIDS,PLUS,true,2025-01-12
S0493,Orbit Group,IT,Rome,BEAU,PREMIUM,true,2022-03-18
S0494,Quartz Distribution,FR,Bordeaux,TECH,PLUS,true,2021-08-27
S0495,Kestrel Store,FR,Strasbourg,TECH,BASIC,true,2021-06-26
S0496,Cirrus Shop,DE,Berlin,BOOK,PLUS,true,2024-01-05
S0497,Solstice Distribution,FR,Rennes,KIDS,PLUS,true,2022-11-29
S0498,Windrow Shop,IT,Rome,KIDS,PLUS,true,2024-10-25
S0499,Alvora Group,FR,Strasbourg,TECH,BASIC,true,2025-05-31
S0500,Vertex Group,FR,Marseille,KIDS,BASIC,true,2021-02-08
S0501,Vertex Store,FR,Lille,AUTO,PLUS,true,2023-06-17
S0502,Fjord Shop,DE,Hambourg,SPORT,BASIC,true,2024-09-04
S0503,Kestrel Group,ES,Madrid,AUTO,BASIC,true,2023-12-06
S0504,Pallas Market,FR,Toulouse,BEAU,BASIC,true,2023-03-24
S0505,Quartz Distribution,NL,Amsterdam,BEAU,PLUS,true,2022-04-29
S0506,Solstice Store,FR,Toulouse,SPORT,BASIC,true,2024-02-03
S0507,Granit Group,FR,Strasbourg,BEAU,PREMIUM,true,2021-04-21
S0508,Quartz Store,IT,Milan,FASH,PLUS,true,2023-08-01
S0509,Ursa Distribution,FR,Strasbourg,BOOK,BASIC,true,2022-04-07
S0510,Ursa Group,FR,Lyon,KIDS,BASIC,true,2022-05-11
S0511,Fjord Group,FR,Lille,TECH,BASIC,true,2025-07-19
S0512,Orbit Group,FR,Paris,TECH,BASIC,true,2021-09-06
S0513,Delvia Market,FR,Rennes,HOME,BASIC,true,2021-06-03
S0514,Rivage Distribution,DE,Hambourg,HOME,BASIC,true,2023-05-26
S0515,Fjord Shop,FR,Strasbourg,FASH,BASIC,true,2021-09-15
S0516,Juniper Group,DE,Munich,HOME,PLUS,true,2022-12-30
S0517,Bexon Distribution,FR,Toulouse,BOOK,BASIC,false,2021-10-13
S0518,Halcyon Shop,NL,Amsterdam,HOME,BASIC,true,2023-04-14
S0519,Ursa Group,BE,Bruxelles,HOME,BASIC,true,2022-12-18
S0520,Kestrel Shop,IT,Milan,KIDS,BASIC,false,2025-01-06
S0521,Terra Store,FR,Lyon,BEAU,PLUS,true,2021-01-01
S0522,Terra Shop,FR,Marseille,HOME,PREMIUM,true,2025-06-22
S0523,Vertex Shop,FR,Toulouse,FASH,BASIC,true,2021-04-26
S0524,Orbit Store,FR,Rennes,SPORT,BASIC,true,2025-02-17
S0525,Granit Store,FR,Lille,SPORT,PREMIUM,true,2022-03-23
S0526,Kestrel Group,IT,Rome,BEAU,PREMIUM,true,2025-02-10
S0527,Bexon Shop,DE,Munich,KIDS,PLUS,true,2024-12-12
S0528,Lumen Shop,FR,Strasbourg,AUTO,BASIC,true,2025-09-10
S0529,Lumen Distribution,FR,Toulouse,HOME,BASIC,true,2024-02-12
S0530,Rivage Distribution,ES,Valence,TECH,PLUS,true,2022-03-04
S0531,Windrow Market,IT,Rome,FASH,BASIC,true,2021-01-10
S0532,Delvia Distribution,FR,Strasbourg,TECH,BASIC,false,2022-02-18
S0533,Pallas Shop,NL,Amsterdam,BEAU,PLUS,true,2023-07-25
S0534,Nordis Group,DE,Munich,KIDS,BASIC,true,2024-07-20
S0535,Terra Distribution,DE,Berlin,HOME,BASIC,true,2025-06-20
S0536,Meridian Group,FR,Paris,BEAU,PREMIUM,true,2022-08-21
S0537,Delvia Shop,ES,Valence,TECH,PLUS,true,2024-07-11
S0538,Halcyon Market,BE,Anvers,AUTO,BASIC,true,2022-02-11
S0539,Pallas Store,DE,Munich,TECH,PLUS,true,2021-07-27
S0540,Quartz Group,BE,Anvers,HOME,BASIC,true,2021-02-23
S0541,Ember Store,ES,Valence,BEAU,BASIC,true,2021-08-17
S0542,Bexon Shop,FR,Nantes,AUTO,BASIC,true,2022-05-28
S0543,Vertex Market,FR,Rennes,KIDS,PREMIUM,true,2022-05-17
S0544,Nordis Market,FR,Rennes,FASH,BASIC,true,2021-03-19
S0545,Meridian Distribution,FR,Marseille,FASH,PLUS,true,2024-06-10
S0546,Ursa Shop,BE,Anvers,SPORT,BASIC,true,2024-10-15
S0547,Pallas Store,FR,Nantes,BOOK,PREMIUM,true,2025-10-03
S0548,Solstice Group,FR,Paris,HOME,BASIC,true,2025-10-03
S0549,Ursa Store,FR,Nantes,KIDS,PLUS,false,2022-02-12
S0550,Pallas Store,FR,Nantes,TECH,PLUS,true,2022-02-26
S0551,Nordis Distribution,FR,Lille,HOME,PREMIUM,true,2023-11-17
S0552,Solstice Market,IT,Rome,BEAU,PLUS,true,2024-08-22
S0553,Ivory Group,ES,Barcelone,AUTO,BASIC,true,2025-01-23
S0554,Halcyon Distribution,DE,Hambourg,TECH,PREMIUM,true,2021-05-29
S0555,Orbit Group,NL,Amsterdam,FASH,BASIC,true,2024-03-20
S0556,Alvora Distribution,DE,Hambourg,HOME,PLUS,true,2024-06-02
S0557,Bexon Store,FR,Lille,SPORT,BASIC,true,2023-12-29
S0558,Zephyr Market,ES,Madrid,KIDS,BASIC,true,2024-04-11
S0559,Granit Shop,FR,Lyon,BOOK,PLUS,true,2023-12-20
S0560,Terra Market,NL,Amsterdam,SPORT,BASIC,true,2024-11-20
S0561,Terra Distribution,BE,Bruxelles,KIDS,PLUS,true,2022-09-12
S0562,Windrow Store,BE,Bruxelles,TECH,BASIC,false,2024-02-13
S0563,Lumen Market,FR,Toulouse,FASH,PREMIUM,true,2024-09-24
S0564,Meridian Group,ES,Madrid,HOME,PLUS,true,2021-08-19
S0565,Quartz Market,FR,Strasbourg,FASH,BASIC,true,2024-08-29
S0566,Delvia Group,FR,Rennes,SPORT,BASIC,true,2022-08-02
S0567,Meridian Distribution,FR,Toulouse,TECH,BASIC,true,2025-06-30
S0568,Pallas Distribution,FR,Lille,AUTO,BASIC,true,2023-02-24
S0569,Delvia Store,IT,Rome,TECH,BASIC,true,2023-05-27
S0570,Ember Distribution,ES,Barcelone,BOOK,PLUS,true,2022-12-13
S0571,Quartz Store,FR,Marseille,AUTO,BASIC,true,2021-02-24
S0572,Pallas Shop,DE,Munich,KIDS,BASIC,true,2024-05-03
S0573,Bexon Shop,DE,Munich,HOME,PLUS,true,2025-01-07
S0574,Zephyr Market,FR,Toulouse,BEAU,PLUS,true,2024-04-25
S0575,Nordis Shop,BE,Liège,FASH,PLUS,true,2022-02-04
S0576,Meridian Market,NL,Amsterdam,BEAU,PREMIUM,true,2021-01-23
S0577,Ivory Market,FR,Strasbourg,BOOK,BASIC,true,2021-10-14
S0578,Nordis Shop,IT,Rome,TECH,PREMIUM,true,2024-02-03
S0579,Nordis Distribution,BE,Bruxelles,HOME,BASIC,true,2024-09-02
S0580,Nordis Distribution,NL,Amsterdam,TECH,PLUS,true,2021-06-25
S0581,Pallas Group,FR,Paris,TECH,BASIC,true,2025-03-04
S0582,Quartz Distribution,IT,Milan,BEAU,PLUS,true,2025-01-28
S0583,Lumen Market,FR,Toulouse,TECH,PREMIUM,true,2024-02-12
S0584,Quartz Store,DE,Berlin,FASH,BASIC,true,2024-08-14
S0585,Cirrus Distribution,ES,Valence,HOME,BASIC,true,2025-02-15
S0586,Nordis Store,FR,Lyon,BOOK,BASIC,true,2024-07-15
S0587,Halcyon Market,BE,Bruxelles,TECH,BASIC,true,2022-07-04
S0588,Lumen Distribution,ES,Barcelone,BEAU,PLUS,true,2022-08-08
S0589,Ursa Group,ES,Madrid,HOME,BASIC,true,2021-12-05
S0590,Rivage Shop,ES,Valence,TECH,PLUS,true,2024-08-27
S0591,Meridian Distribution,IT,Rome,KIDS,BASIC,true,2023-08-15
S0592,Ivory Shop,BE,Anvers,HOME,PREMIUM,true,2024-06-26
S0593,Cirrus Distribution,ES,Barcelone,AUTO,BASIC,true,2024-04-09
S0594,Ivory Group,FR,Paris,KIDS,BASIC,false,2024-02-21
S0595,Kestrel Market,BE,Liège,BEAU,BASIC,true,2025-03-02
S0596,Halcyon Market,FR,Paris,FASH,PLUS,true,2024-09-27
S0597,Bexon Distribution,FR,Paris,SPORT,BASIC,true,2025-04-11
S0598,Lumen Distribution,NL,Amsterdam,BOOK,BASIC,true,2022-06-13
S0599,Solstice Market,FR,Rennes,BEAU,BASIC,true,2024-09-17
S0600,Granit Shop,IT,Rome,KIDS,BASIC,true,2025-01-24
